jerseyNumber,person.id,person.fullName,position.name,team_name,player_id,x,y
70,8476897,Oskar Sundqvist,Center,Minnesota Wild,8476897,-78,2
70,8476897,Oskar Sundqvist,Center,Minnesota Wild,8476897,77,2
36,8479526,Otto Koivula,Left Wing,New York Islanders,,,
62,8483424,Owen Beck,Center,Montréal Canadiens,,,
25,8482671,Owen Power,Defenseman,Buffalo Sabres,,,
74,8480015,Owen Tippett,Right Wing,Philadelphia Flyers,,,
27,8480448,Parker Kelly,Left Wing,Ottawa Senators,8480448,,
29,8478450,Parker Wotherspoon,Defenseman,New York Islanders,,,
20,8474034,Pat Maroon,Left Wing,Tampa Bay Lightning,,,
70,8471887,Patric Hornqvist,Right Wing,Florida Panthers,,,
37,8470638,Patrice Bergeron,Center,Boston Bruins,,,
38,8477887,Patrick Brown,Center,Philadelphia Flyers,,,
38,8477887,Patrick Brown,Center,Ottawa Senators,,,
88,8474141,Patrick Kane,Right Wing,New York Rangers,,,
88,8474141,Patrick Kane,Right Wing,Chicago Blackhawks,,,
29,8479339,Patrik Laine,Left Wing,Columbus Blue Jackets,8479339,-76,5
29,8479339,Patrik Laine,Left Wing,Columbus Blue Jackets,8479339,77,-4
2,8475747,Patrik Nemeth,Defenseman,Arizona Coyotes,,,
43,8481032,Paul Cotter,Center,Vegas Golden Knights,,,
26,8471669,Paul Stastny,Center,Carolina Hurricanes,,,
89,8477402,Pavel Buchnevich,Left Wing,St. Louis Blues,8477402,65,1
16,8481604,Pavel Dorofeyev,Left Wing,Vegas Golden Knights,,,
39,8480925,Pavel Francouz,Goalie,Colorado Avalanche,,,
18,8478401,Pavel Zacha,Center,Boston Bruins,,,
40,8483630,Pavol Regenda,Left Wing,Anaheim Ducks,,,
34,8475852,Petr Mrazek,Goalie,Chicago Blackhawks,,,
19,8481522,Peyton Krebs,Center,Buffalo Sabres,8481522,79,-3
29,8477831,Pheonix Copley,Goalie,Los Angeles Kings,,,
8,8473548,Phil Kessel,Right Wing,Vegas Golden Knights,,,
86,8481598,Philip Broberg,Defenseman,Edmonton Oilers,,,
26,8481577,Philip Tomasino,Center,Nashville Predators,8481577,86,5
31,8475831,Philipp Grubauer,Goalie,Seattle Kraken,,,
23,8480798,Philipp Kurashev,Center,Chicago Blackhawks,8480798,86,-7
5,8479026,Philippe Myers,Defenseman,Tampa Bay Lightning,,,
24,8476479,Phillip Danault,Center,Los Angeles Kings,,,
34,8476858,Phillip Di Giuseppe,Left Wing,Vancouver Canucks,8476858,-79,0
18,8478115,Pierre Engvall,Left Wing,New York Islanders,,,
18,8478115,Pierre Engvall,Left Wing,Toronto Maple Leafs,,,
41,8477930,Pierre-Edouard Bellemare,Left Wing,Tampa Bay Lightning,,,
80,8479400,Pierre-Luc Dubois,Center,Winnipeg Jets,,,
73,8480058,Pierre-Olivier Joseph,Defenseman,Pittsburgh Penguins,8480058,35,-3
24,8480459,Pius Suter,Center,Detroit Red Wings,,,
29,8480995,Pontus Holmberg,Right Wing,Toronto Maple Leafs,,,
52,8481611,Pyotr Kochetkov,Goalie,Carolina Hurricanes,,,
43,8480800,Quinn Hughes,Defenseman,Vancouver Canucks,8480800,80,2
43,8480800,Quinn Hughes,Defenseman,Vancouver Canucks,8480800,83,4
43,8480800,Quinn Hughes,Defenseman,Vancouver Canucks,8480800,51,-15
55,8482124,Quinton Byfield,Center,Los Angeles Kings,,,
12,8476889,Radek Faksa,Center,Dallas Stars,,,
51,8480160,Radim Simek,Defenseman,San Jose Sharks,,,
63,8482241,Radim Zohorna,Left Wing,Toronto Maple Leafs,8482241,78,14
63,8482241,Radim Zohorna,Left Wing,Calgary Flames,8482241,78,14
7,8475462,Radko Gudas,Defenseman,Florida Panthers,,,
49,8481093,Rafael Harvey-Pinard,Left Wing,Montréal Canadiens,,,
4,8478397,Rasmus Andersson,Defenseman,Calgary Flames,,,
71,8479335,Rasmus Asplund,Center,Buffalo Sabres,,,
71,8479335,Rasmus Asplund,Center,Nashville Predators,,,
26,8480839,Rasmus Dahlin,Defenseman,Buffalo Sabres,,,
15,8480845,Rasmus Kupari,Center,Los Angeles Kings,,,
55,8477499,Rasmus Ristolainen,Defenseman,Philadelphia Flyers,,,
38,8480873,Rasmus Sandin,Defenseman,Toronto Maple Leafs,8480873,-36,30
38,8480873,Rasmus Sandin,Defenseman,Washington Capitals,8480873,-36,30
52,8481147,Reese Johnson,Center,Chicago Blackhawks,,,
19,8475191,Reilly Smith,Right Wing,Vegas Golden Knights,,,
16,8479514,Rem Pitlick,Center,Montréal Canadiens,,,
67,8476483,Rickard Rakell,Right Wing,Pittsburgh Penguins,8476483,-62,13
71,8482092,Ridly Greig,Center,Ottawa Senators,,,
8,8475772,Riley Sheahan,Center,Buffalo Sabres,,,
61,8479388,Riley Stillman,Defenseman,Buffalo Sabres,8479388,-35,-29
61,8479388,Riley Stillman,Defenseman,Vancouver Canucks,8479388,-35,-29
15,8479362,Riley Tufte,Left Wing,Dallas Stars,8479362,-55,-27
15,8479362,Riley Tufte,Left Wing,Dallas Stars,8479362,63,-19
15,8479362,Riley Tufte,Left Wing,Dallas Stars,8479362,-83,1
14,8477952,Robby Fabbri,Center,Detroit Red Wings,8477952,73,-19
14,8477952,Robby Fabbri,Center,Detroit Red Wings,8477952,68,-22
41,8474145,Robert Bortuzzo,Defenseman,St. Louis Blues,,,
18,8477462,Robert Hagg,Defenseman,Detroit Red Wings,8477462,,
18,8480023,Robert Thomas,Center,St. Louis Blues,8480023,56,-12
2,8480071,Robin Salo,Defenseman,New York Islanders,,,
55,8477981,Roland McKeown,Defenseman,Nashville Predators,,,
59,8474600,Roman Josi,Defenseman,Nashville Predators,,,
23,8481521,Ronnie Attard,Defenseman,Philadelphia Flyers,,,
24,8478449,Roope Hintz,Center,Dallas Stars,,,
20,8479525,Ross Colton,Center,Tampa Bay Lightning,,,
32,8477527,Ross Johnston,Left Wing,New York Islanders,,,
49,8478078,Rourke Chartier,Center,Ottawa Senators,,,
22,8478870,Rudolfs Balcers,Left Wing,Florida Panthers,,,
22,8478870,Rudolfs Balcers,Left Wing,Tampa Bay Lightning,,,
22,8477846,Ryan Carpenter,Center,New York Rangers,,,
8,8477987,Ryan Donato,Center,Seattle Kraken,,,
27,8477435,Ryan Graves,Defenseman,New Jersey Devils,,,
38,8477451,Ryan Hartman,Right Wing,Minnesota Wild,,,
12,8475793,Ryan Johansen,Center,Nashville Predators,8475793,-63,13
55,8479324,Ryan Lindgren,Defenseman,New York Rangers,,,
94,8479066,Ryan Lomberg,Left Wing,Florida Panthers,,,
27,8474151,Ryan McDonagh,Defenseman,Nashville Predators,,,
71,8480802,Ryan McLeod,Center,Edmonton Oilers,,,
28,8476850,Ryan Murray,Defenseman,Edmonton Oilers,,,
93,8476454,Ryan Nugent-Hopkins,Center,Edmonton Oilers,8476454,-73,-5
90,8475158,Ryan O'Reilly,Center,Toronto Maple Leafs,,,
90,8475158,Ryan O'Reilly,Center,St. Louis Blues,,,
25,8480068,Ryan Poehling,Center,Pittsburgh Penguins,8480068,-83,2
25,8480068,Ryan Poehling,Center,Pittsburgh Penguins,8480068,-81,7
6,8477506,Ryan Pulock,Defenseman,New York Islanders,,,
75,8471817,Ryan Reaves,Right Wing,New York Rangers,,,
75,8471817,Ryan Reaves,Right Wing,Minnesota Wild,,,
16,8476458,Ryan Strome,Center,Anaheim Ducks,8476458,,
16,8476458,Ryan Strome,Center,Anaheim Ducks,8476458,,
20,8470600,Ryan Suter,Defenseman,Dallas Stars,,,
8,8477357,Saku Maenalanen,Right Wing,Winnipeg Jets,,,
9,8477935,Sam Bennett,Center,Florida Panthers,8477935,-82,-5
39,8475842,Sam Carrick,Center,Anaheim Ducks,8475842,81,2
39,8475842,Sam Carrick,Center,Anaheim Ducks,8475842,-81,1
89,8474040,Sam Gagner,Center,Winnipeg Jets,,,
28,8478043,Sam Lafferty,Center,Toronto Maple Leafs,8478043,,
28,8478043,Sam Lafferty,Center,Chicago Blackhawks,8478043,,
35,8478470,Sam Montembeault,Goalie,Montréal Canadiens,,,
22,8481591,Sam Poulin,Right Wing,Pittsburgh Penguins,8481591,-84,15
22,8481591,Sam Poulin,Right Wing,Pittsburgh Penguins,8481591,-90,8
13,8477933,Sam Reinhart,Center,Florida Panthers,,,
18,8479351,Sam Steel,Center,Minnesota Wild,8479351,,
79,8478104,Sammy Blais,Left Wing,New York Rangers,,,
79,8478104,Sammy Blais,Left Wing,St. Louis Blues,,,
74,8480267,Sammy Walker,Center,Minnesota Wild,8480267,-79,-1
74,8480267,Sammy Walker,Center,Minnesota Wild,8480267,85,-2
75,8480846,Sampo Ranta,Left Wing,Colorado Avalanche,,,
4,8481541,Samuel Bolduc,Defenseman,New York Islanders,,,
33,8481035,Samuel Ersson,Goalie,Philadelphia Flyers,,,
68,8481239,Samuel Fagemo,Left Wing,Los Angeles Kings,8481239,,
68,8481239,Samuel Fagemo,Left Wing,Los Angeles Kings,8481239,55,19
49,8479398,Samuel Girard,Defenseman,Colorado Avalanche,,,
62,8482448,Samuel Knazko,Defenseman,Columbus Blue Jackets,,,
17,8476449,Scott Harrington,Defenseman,Anaheim Ducks,,,
17,8476449,Scott Harrington,Defenseman,San Jose Sharks,,,
21,8476872,Scott Laughton,Center,Philadelphia Flyers,,,
24,8476429,Scott Mayfield,Defenseman,New York Islanders,,,
41,8475809,Scott Wedgewood,Goalie,Dallas Stars,,,
50,8480434,Sean Durzi,Defenseman,Los Angeles Kings,,,
57,8482081,Sean Farrell,Center,Montréal Canadiens,,,
7,8476374,Sean Kuraly,Center,Columbus Blue Jackets,,,
91,8477497,Sean Monahan,Center,Montréal Canadiens,8477497,-77,0
26,8480336,Sean Walker,Defenseman,Los Angeles Kings,,,
25,8480222,Sebastian Aho,Defenseman,New York Islanders,,,
20,8478427,Sebastian Aho,Center,Carolina Hurricanes,,,
85,8480977,Semyon Der-Arguchintsev,Center,Toronto Maple Leafs,,,
40,8473575,Semyon Varlamov,Goalie,New York Islanders,,,
72,8475683,Sergei Bobrovsky,Goalie,Florida Panthers,,,
24,8482093,Seth Jarvis,Center,Carolina Hurricanes,,,
4,8477495,Seth Jones,Defenseman,Chicago Blackhawks,,,
15,8480032,Shane Bowers,Center,Colorado Avalanche,,,
57,8481596,Shane Pinto,Center,Ottawa Senators,,,
51,8483524,Shane Wright,Center,Seattle Kraken,,,
41,8476906,Shayne Gostisbehere,Defenseman,Carolina Hurricanes,,,
41,8476906,Shayne Gostisbehere,Defenseman,Arizona Coyotes,,,
27,8477447,Shea Theodore,Defenseman,Vegas Golden Knights,,,
15,8480326,Sheldon Dries,Center,Vancouver Canucks,,,
56,8480776,Sheldon Rempal,Right Wing,Vegas Golden Knights,8480776,67,-26
87,8471675,Sidney Crosby,Center,Pittsburgh Penguins,,,
2,8481122,Simon Benoit,Defenseman,Anaheim Ducks,,,
77,8482762,Simon Edvinsson,Defenseman,Detroit Red Wings,,,
10,8481601,Simon Holmstrom,Right Wing,New York Islanders,8481601,81,0
15,8477947,Sonny Milano,Left Wing,Washington Capitals,8477947,-58,-10
15,8477947,Sonny Milano,Left Wing,Washington Capitals,8477947,-80,4
30,8481519,Spencer Knight,Goalie,Florida Panthers,,,
30,8477484,Spencer Martin,Goalie,Vancouver Canucks,,,
24,8481056,Spencer Stastney,Defenseman,Nashville Predators,,,
81,8482711,Stanislav Svozil,Defenseman,Columbus Blue Jackets,,,
23,8476474,Stefan Noesen,Right Wing,Carolina Hurricanes,8476474,-86,2
62,8476396,Steven Fogarty,Center,Minnesota Wild,,,
18,8478904,Steven Lorentz,Center,San Jose Sharks,8478904,-80,-1
,8477463,Steven Santini,Defenseman,St. Louis Blues,,,
91,8474564,Steven Stamkos,Center,Tampa Bay Lightning,,,
74,8479973,Stuart Skinner,Goalie,Edmonton Oilers,,,
77,8471698,T.J. Oshie,Right Wing,Washington Capitals,,,
72,8479420,Tage Thompson,Center,Buffalo Sabres,8479420,78,6
84,8479661,Tanner Jeannot,Left Wing,Tampa Bay Lightning,,,
84,8479661,Tanner Jeannot,Left Wing,Nashville Predators,,,
58,8479550,Tanner Laczynski,Center,Philadelphia Flyers,,,
70,8476871,Tanner Pearson,Left Wing,Vancouver Canucks,,,
25,8481433,Taro Hirose,Left Wing,Detroit Red Wings,,,
4,8476166,Taylor Fedun,Defenseman,Pittsburgh Penguins,,,
71,8475791,Taylor Hall,Left Wing,Boston Bruins,,,
11,8479390,Taylor Raddysh,Right Wing,Chicago Blackhawks,,,
53,8476927,Teddy Blueger,Center,Pittsburgh Penguins,,,
53,8476927,Teddy Blueger,Center,Vegas Golden Knights,,,
86,8476882,Teuvo Teravainen,Left Wing,Carolina Hurricanes,,,
35,8477967,Thatcher Demko,Goalie,Vancouver Canucks,,,
17,8482133,Thomas Bordeleau,Center,San Jose Sharks,,,
72,8478469,Thomas Chabot,Defenseman,Ottawa Senators,,,
1,8471306,Thomas Greiss,Goalie,St. Louis Blues,,,
55,8481581,Thomas Harley,Defenseman,Dallas Stars,8481581,,
75,8481072,Tim Berni,Defenseman,Columbus Blue Jackets,,,
18,8482116,Tim Stützle,Left Wing,Ottawa Senators,8482116,49,19
18,8482116,Tim Stützle,Left Wing,Ottawa Senators,8482116,-57,-16
96,8478414,Timo Meier,Right Wing,New Jersey Devils,8478414,-77,12
96,8478414,Timo Meier,Right Wing,San Jose Sharks,8478414,-77,12
37,8480043,Timothy Liljegren,Defenseman,Toronto Maple Leafs,,,
78,8474673,TJ Brodie,Defenseman,Toronto Maple Leafs,,,
7,8481600,Tobias Bjornfot,Defenseman,Los Angeles Kings,,,
43,8476880,Tom Wilson,Right Wing,Washington Capitals,8476880,56,-17
48,8476881,Tomas Hertl,Center,San Jose Sharks,8476881,78,-18
48,8476881,Tomas Hertl,Center,San Jose Sharks,8476881,56,-15
92,8477931,Tomas Nosek,Left Wing,Boston Bruins,,,
90,8475193,Tomas Tatar,Left Wing,New Jersey Devils,,,
82,8478438,Tommy Novak,Center,Nashville Predators,8478438,63,14
82,8478438,Tommy Novak,Center,Nashville Predators,8478438,81,10
82,8478438,Tommy Novak,Center,Nashville Predators,8478438,-82,6
77,8477950,Tony DeAngelo,Defenseman,Philadelphia Flyers,8477950,39,-19
47,8476792,Torey Krug,Defenseman,St. Louis Blues,,,
72,8476329,Travis Boyd,Center,Arizona Coyotes,,,
33,8478408,Travis Dermott,Defenseman,Vancouver Canucks,8478408,,
23,8474612,Travis Hamonic,Defenseman,Ottawa Senators,,,
11,8478439,Travis Konecny,Right Wing,Philadelphia Flyers,,,
6,8477948,Travis Sanheim,Defenseman,Philadelphia Flyers,,,
11,8479365,Trent Frederic,Center,Boston Bruins,,,
22,8473453,Trevor Lewis,Center,Calgary Flames,,,
12,8479675,Trevor Moore,Left Wing,Los Angeles Kings,8479675,,
57,8477845,Trevor van Riemsdyk,Defenseman,Washington Capitals,,,
11,8481533,Trevor Zegras,Center,Anaheim Ducks,,,
64,8480441,Trey Fix-Wolansky,Right Wing,Columbus Blue Jackets,,,
35,8477465,Tristan Jarry,Goalie,Pittsburgh Penguins,,,
52,8482181,Tristen Robins,Center,San Jose Sharks,,,
51,8479442,Troy Stecher,Defenseman,Calgary Flames,,,
51,8479442,Troy Stecher,Defenseman,Arizona Coyotes,,,
19,8478873,Troy Terry,Right Wing,Anaheim Ducks,8478873,,
5,8477359,Tucker Poolman,Defenseman,Vancouver Canucks,,,
10,8480848,Ty Dellandrea,Center,Dallas Stars,,,
24,8480883,Ty Smith,Defenseman,Pittsburgh Penguins,,,
12,8481740,Tyce Thompson,Right Wing,New Jersey Devils,8481740,83,0
52,8481789,Tye Kartye,Left Wing,Seattle Kraken,8481789,-59,5
39,8481690,Tyler Angle,Center,Columbus Blue Jackets,,,
16,8479347,Tyler Benson,Left Wing,Edmonton Oilers,,,
59,8477479,Tyler Bertuzzi,Left Wing,Boston Bruins,,,
59,8477479,Tyler Bertuzzi,Left Wing,Detroit Red Wings,,,
90,8474870,Tyler Johnson,Center,Chicago Blackhawks,8474870,84,1
43,8482095,Tyler Kleven,Defenseman,Ottawa Senators,,,
64,8477353,Tyler Motte,Center,New York Rangers,8477353,83,0
64,8477353,Tyler Motte,Center,Ottawa Senators,8477353,83,0
57,8474574,Tyler Myers,Defenseman,Vancouver Canucks,,,
71,8475752,Tyler Pitlick,Center,St. Louis Blues,8475752,-78,15
91,8475794,Tyler Seguin,Center,Dallas Stars,8475794,-86,-6
73,8475726,Tyler Toffoli,Right Wing,Calgary Flames,8475726,84,20
75,8481006,Tyler Tucker,Defenseman,St. Louis Blues,,,
22,8475197,Tyson Barrie,Defenseman,Nashville Predators,,,
22,8475197,Tyson Barrie,Defenseman,Edmonton Oilers,,,
71,8482159,Tyson Foerster,Right Wing,Philadelphia Flyers,,,
17,8479370,Tyson Jost,Center,Buffalo Sabres,,,
17,8479370,Tyson Jost,Center,Minnesota Wild,,,
1,8480045,Ukko-Pekka Luukkonen,Goalie,Buffalo Sabres,,,
5,8480001,Urho Vaakanainen,Defenseman,Anaheim Ducks,,,
13,8477501,Valeri Nichushkin,Right Wing,Colorado Avalanche,,,
92,8481617,Vasily Podkolzin,Right Wing,Vancouver Canucks,,,
77,8475167,Victor Hedman,Defenseman,Tampa Bay Lightning,,,
98,8479376,Victor Mete,Defenseman,Toronto Maple Leafs,,,
71,8478109,Victor Olofsson,Left Wing,Buffalo Sabres,,,
77,8481599,Victor Soderstrom,Defenseman,Arizona Coyotes,,,
33,8478042,Viktor Arvidsson,Right Wing,Los Angeles Kings,8478042,,
14,8481572,Ville Heinola,Defenseman,Winnipeg Jets,,,
35,8478024,Ville Husso,Goalie,Detroit Red Wings,,,
29,8478407,Vince Dunn,Defenseman,Seattle Kraken,,,
73,8479576,Vincent Desharnais,Defenseman,Edmonton Oilers,,,
38,8482861,Vincent Iorio,Defenseman,Washington Capitals,,,
16,8476389,Vincent Trocheck,Center,New York Rangers,,,
95,8479968,Vinni Lettieri,Center,Boston Bruins,8479968,70,7
13,8476994,Vinnie Hinostroza,Center,Buffalo Sabres,,,
91,8480833,Vitali Kravtsov,Right Wing,New York Rangers,,,
91,8480833,Vitali Kravtsov,Right Wing,Vancouver Canucks,,,
41,8477970,Vitek Vanecek,Goalie,New Jersey Devils,,,
91,8475765,Vladimir Tarasenko,Right Wing,New York Rangers,8475765,66,12
91,8475765,Vladimir Tarasenko,Right Wing,St. Louis Blues,8475765,66,12
84,8478882,Vladislav Gavrikov,Defenseman,Los Angeles Kings,,,
84,8478882,Vladislav Gavrikov,Defenseman,Columbus Blue Jackets,,,
52,8481609,Vladislav Kolyachonok,Defenseman,Arizona Coyotes,,,
7,8476480,Vladislav Namestnikov,Center,Tampa Bay Lightning,,,
7,8476480,Vladislav Namestnikov,Center,Winnipeg Jets,,,
17,8479322,Wade Allison,Right Wing,Philadelphia Flyers,8479322,-83,3
71,8482652,Walker Duehr,Right Wing,Calgary Flames,8482652,-75,-2
37,8477998,Warren Foegele,Left Wing,Edmonton Oilers,,,
24,8474190,Wayne Simmonds,Right Wing,Toronto Maple Leafs,,,
3,8478840,Will Borgen,Defenseman,Seattle Kraken,8478840,67,-3
50,8482157,Will Cuylle,Left Wing,New York Rangers,8482157,-82,-4
42,8479375,William Bitten,Center,St. Louis Blues,,,
28,8477478,William Carrier,Left Wing,Vegas Golden Knights,,,
56,8482207,William Dufour,Right Wing,New York Islanders,8482207,88,-17
72,8482667,William Eklund,Left Wing,San Jose Sharks,8482667,-68,21
71,8476448,William Karlsson,Center,Vegas Golden Knights,8476448,-72,-19
7,8479367,William Lockwood,Right Wing,Vancouver Canucks,8479367,-71,5
88,8477939,William Nylander,Right Wing,Toronto Maple Leafs,,,
53,8482740,Wyatt Johnston,Center,Dallas Stars,,,
44,8482176,Wyatt Kaiser,Defenseman,Chicago Blackhawks,,,
13,8478508,Yakov Trenin,Center,Nashville Predators,,,
37,8476826,Yanni Gourde,Center,Seattle Kraken,,,
30,8482137,Yaroslav Askarov,Goalie,Nashville Predators,,,
59,8482475,Yegor Chinakhov,Right Wing,Columbus Blue Jackets,,,
17,8481068,Yegor Sharangovich,Center,New Jersey Devils,8481068,-74,1
22,8474610,Zac Dalpe,Center,Florida Panthers,,,
6,8481708,Zac Jones,Defenseman,New York Rangers,,,
12,8479944,Zach Aston-Reese,Center,Toronto Maple Leafs,,,
24,8474567,Zach Bogosian,Defenseman,Tampa Bay Lightning,,,
18,8475786,Zach Hyman,Left Wing,Edmonton Oilers,8475786,84,3
11,8470610,Zach Parise,Left Wing,New York Islanders,,,
12,8477482,Zach Sanford,Left Wing,Nashville Predators,8477482,-77,1
12,8477482,Zach Sanford,Left Wing,Nashville Predators,8477482,,
8,8478460,Zach Werenski,Defenseman,Columbus Blue Jackets,,,
2,8480727,Zach Whitecloud,Defenseman,Vegas Golden Knights,,,
44,8475178,Zack Kassian,Right Wing,Arizona Coyotes,,,
17,8479772,Zack MacEwen,Center,Philadelphia Flyers,,,
17,8479772,Zack MacEwen,Center,Los Angeles Kings,,,
28,8476878,Zemgus Girgensons,Left Wing,Buffalo Sabres,,,
